DLVR_STORE_ADSTRD_CODE,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,
41150568,치킨,신곡동,12400,0,24800,1550,
11560720,피자,대림동,5300,0,16000,660,
41190610,카페/디저트,상동,53600,3,18900,800,
41220253,카페/디저트,안중읍,159600,9,18400,1020,
41150580,분식,금오동,5300,0,16000,1850,
41150510,아시안/양식,의정부동,16900,1,20200,2370,
41150576,치킨,민락동,4000,0,23900,1990,
41590515,치킨,새솔동,9700,0,29000,1340,
41150573,분식,용현동,46000,2,27600,1570,
11530750,야식,개봉동,140000,4,32300,1220,
41150520,족발/보쌈,의정부동,5500,0,33000,1580,
41150615,분식,가능동,2000,0,12000,1070,
41150620,카페/디저트,녹양동,3400,0,20500,2320,
41150567,분식,신곡동,7800,0,15700,2220,
41150576,찜탕,민락동,14300,0,86000,3050,
41150576,카페/디저트,민락동,1900,0,11300,1750,
41150520,한식,의정부동,6200,0,18500,1810,
41150573,분식,용현동,6000,0,18000,1380,
41150510,족발/보쌈,의정부동,3800,0,23000,1790,
41150568,피자,신곡동,9900,0,19800,1710,
41150620,도시락,녹양동,5800,0,35000,1400,
41390520,분식,신천동,630700,32,19600,740,
41150567,분식,신곡동,8400,0,16700,1250,
41150578,야식,민락동,2300,0,14000,1260,
41220259,카페/디저트,청북읍,58600,4,13000,750,
41150573,찜탕,용현동,6200,0,37000,1050,
41150568,한식,신곡동,8300,0,50000,560,
11530730,찜탕,고척동,12300,0,37000,1030,
41150555,중식,호원동,5000,0,30000,1240,
41150567,치킨,신곡동,3800,0,23000,1000,
41150561,치킨,장암동,6400,0,19200,2330,
41250566,치킨,지행동,42200,2,18100,870,
41650250,치킨,소흘읍,36200,2,19700,1100,
41150620,패스트푸드,녹양동,3500,0,20800,1650,
41150545,족발/보쌈,호원동,7300,0,44000,2320,
41150580,회,금오동,6400,0,38500,3260,
41150510,한식,의정부동,2500,0,15000,1480,
41150510,한식,의정부동,2700,0,16000,2710,
41150620,한식,녹양동,2400,0,14500,1860,
41150576,족발/보쌈,민락동,10800,0,65000,2130,
41150568,야식,신곡동,29100,1,24900,870,
41150520,한식,의정부동,1300,0,8000,1380,
41150576,한식,민락동,3000,0,18000,1850,
41150573,치킨,용현동,3700,0,22000,1850,
41150567,회,신곡동,73300,2,44000,1870,
41150510,피자,의정부동,3500,0,21000,2100,
41150576,한식,민락동,6000,0,18000,1080,
41150568,회,신곡동,5800,0,35000,1800,
41150567,아시안/양식,신곡동,2400,0,14400,1680,
41150578,돈까스/일식,민락동,11300,0,34000,1460,
41150510,한식,의정부동,2700,0,16000,1460,
41131560,분식,태평동,777400,45,17100,600,
41131620,카페/디저트,복정동,46400,3,16400,780,
41150555,피자,호원동,8800,0,26400,1420,
11560700,카페/디저트,대림동,124000,7,16900,1180,
41131540,한식,태평동,825600,43,19100,460,
41190750,한식,소사본동,1138200,59,19400,800,
41150578,찜탕,민락동,2100,0,12800,2500,
41190795,중식,괴안동,426800,18,23300,760,
41131580,카페/디저트,수진동,746200,52,14400,610,
41131570,돈까스/일식,수진동,1087500,43,25500,550,
41131560,분식,태평동,340000,20,17300,470,
41190606,한식,역곡동,1086700,41,26600,800,
41131540,중식,태평동,959700,49,19700,550,
41150568,피자,신곡동,13200,0,26500,1570,
41150578,아시안/양식,민락동,13900,0,83400,740,
41133510,한식,성남동,1465900,54,27300,540,
41190606,찜탕,역곡동,556800,28,19700,850,
41150510,한식,의정부동,6300,0,38000,910,
41150578,돈까스/일식,민락동,5800,0,17200,1820,
41150576,치킨,민락동,3300,0,20000,2330,
41150510,치킨,의정부동,30800,2,20500,1030,
41150576,아시안/양식,민락동,5000,0,29700,1770,
41150578,찜탕,민락동,9200,0,55000,1240,
41150578,한식,민락동,3500,0,21000,1320,
41150567,치킨,신곡동,3600,0,21500,1490,
41150510,찜탕,의정부동,4700,0,28000,1660,
41131561,치킨,태평동,252600,11,22600,850,
41150520,한식,의정부동,6800,0,20500,1430,
41150520,한식,의정부동,2800,0,17000,1050,
41131540,한식,태평동,397700,21,18600,450,
11320700,분식,방학동,60400,4,15100,830,
41133510,분식,성남동,138900,7,19800,540,
41131561,피자,태평동,480800,21,22900,850,
41131580,분식,수진동,27900,2,13900,350,
41133570,분식,상대원동,57700,3,17300,1030,
41131570,한식,수진동,205900,8,24700,920,
11530740,치킨,개봉동,7627200,297,25700,1280,
41150520,족발/보쌈,의정부동,7700,0,46000,1610,
41150595,치킨,가능동,5000,0,30000,1920,
41150510,야식,의정부동,5356700,236,22700,1040,
41150510,돈까스/일식,의정부동,1325900,48,27800,840,
41133510,회,성남동,1241800,44,28100,550,
41590262,치킨,남양읍,1655300,62,26800,890,
41150578,야식,민락동,3300,0,20000,1250,
41190742,한식,중동,1685700,67,25300,1150,
41150520,찜탕,의정부동,5200,0,31000,1210,
41150510,족발/보쌈,의정부동,5800,0,35000,1830,
41150568,찜탕,신곡동,5000,0,30000,1990,
41150510,한식,의정부동,3800,0,23000,1100,
41150573,족발/보쌈,용현동,2800,0,17000,1280,
41150576,치킨,민락동,7600,0,23000,1940,
41150520,찜탕,의정부동,12700,0,25300,850,
41150576,카페/디저트,민락동,2100,0,12600,1600,
41150595,한식,의정부동,4000,0,24000,2160,
41131570,돈까스/일식,수진동,643700,16,39800,890,
41150578,치킨,민락동,3000,0,18000,1800,
41150576,치킨,민락동,4000,0,24000,1460,
41150578,돈까스/일식,민락동,9700,0,58000,2670,
41150510,치킨,의정부동,4000,0,24000,1400,
41150510,한식,가능동,2500,0,15000,1070,
41150510,야식,의정부동,9800,0,19700,2600,
41150510,야식,의정부동,4000,0,24000,1760,
41190830,한식,삼정동,129700,6,22900,1060,
41190606,치킨,원미동,4300,0,26000,640,
41150510,찜탕,의정부동,3300,0,20000,2100,
41150576,족발/보쌈,민락동,4200,0,25000,1590,
41150567,치킨,신곡동,5800,0,35000,1250,
41150573,치킨,용현동,6800,0,20500,2420,
41190742,한식,중동,184800,12,16100,990,
41150510,야식,의정부동,3500,0,21000,1250,
41150568,카페/디저트,신곡동,5100,0,15200,850,
41150510,야식,의정부동,630900,30,21100,880,
41150510,한식,의정부동,3200,0,19000,1450,
41131510,회,신흥동,39200,1,33600,1100,
41150576,족발/보쌈,민락동,4800,0,29000,1550,
41150578,한식,민락동,2700,0,16000,1890,
41150576,회,민락동,3500,0,21000,1830,
41150580,치킨,금오동,7000,0,21000,810,
41150567,카페/디저트,신곡동,3500,0,21000,970,
41150595,야식,가능동,4000,0,24000,920,
41150555,카페/디저트,호원동,3500,0,21000,1120,
41150520,야식,의정부동,5700,0,34000,3370,
11530720,치킨,고척동,1527300,72,21200,1100,
41271525,찜탕,사동,83200,3,25000,680,
41360253,분식,진접읍,279400,14,19700,1080,
11530730,한식,고척동,2400,0,14500,1550,
41150520,분식,의정부동,2800,0,16500,1200,
41150555,분식,호원동,187100,10,18100,910,
11530730,한식,고척동,2300,0,14000,1320,
11530730,한식,고척동,650800,35,18400,1230,
41150578,카페/디저트,민락동,136100,6,21500,920,
41131620,카페/디저트,복정동,316400,19,16700,750,
41650250,카페/디저트,소흘읍,683500,34,20200,710,
11530740,카페/디저트,개봉동,59400,2,23800,860,
41150555,카페/디저트,호원동,17900,1,15300,1530,
41150510,중식,의정부동,10200,0,20500,2510,
11530780,치킨,오류동,10900,0,21700,1310,
41281530,한식,도내동,35300,1,26500,1040,
41271532,한식,사동,379700,11,33500,790,
41150555,치킨,호원동,3800,0,22900,1380,
11530780,치킨,오류동,120700,4,29000,1130,
41650520,찜탕,선단동,4200,0,12500,1240,
41150615,치킨,가능동,5800,0,17500,1140,
41150545,분식,호원동,4500,0,13500,680,
41250566,카페/디저트,지행동,208300,12,17400,770,
41650310,중식,군내면,46800,1,40100,1100,
41590515,치킨,새솔동,8200,0,24500,1290,
41150510,돈까스/일식,의정부동,77000,2,30800,1410,
41271525,카페/디저트,사동,334600,20,16500,440,
41610530,치킨,장지동,65500,2,26200,890,
41281640,카페/디저트,행신동,23200,1,17400,790,
41190603,찜탕,심곡동,634400,20,32000,1190,
41150510,야식,의정부동,141400,6,24200,1770,
41590515,치킨,새솔동,458300,18,24800,1580,
41150573,카페/디저트,용현동,26100,1,22400,2020,
41150510,족발/보쌈,의정부동,57800,2,38500,2190,
41150510,족발/보쌈,의정부동,764700,19,40200,1270,
11530780,치킨,오류동,4170800,163,25600,1140,
41190795,치킨,옥길동,758300,36,20800,770,
41190606,돈까스/일식,역곡동,33500,2,22300,820,
41131550,치킨,태평동,101100,5,21700,1070,
41190603,찜탕,원미동,114600,6,18600,810,
41133510,찜탕,성남동,62200,2,28700,1060,
41271525,찜탕,사동,890400,38,23400,730,
41150568,한식,신곡동,3200,0,19000,2450,
41250566,치킨,지행동,203000,8,25900,1410,
41250535,분식,생연동,355300,19,18700,1010,
41190750,치킨,소사본동,101100,4,22500,1520,
41250565,피자,지행동,8000,0,24200,910,
41150576,치킨,민락동,345000,14,25600,1010,
41150510,치킨,의정부동,6200,0,18800,1420,
41150510,돈까스/일식,의정부동,4000,0,23900,1970,
41150567,돈까스/일식,신곡동,5000,0,30000,2390,
41271525,카페/디저트,사동,120100,7,17600,590,
41150578,분식,민락동,2300,0,14000,1360,
41190795,카페/디저트,옥길동,30700,2,14200,1160,
41150578,카페/디저트,민락동,1900,0,11200,1700,
41190746,분식,송내동,72700,4,19000,980,
41150580,치킨,금오동,3200,0,19000,1510,
41150567,회,신곡동,6300,0,38000,2380,
41287520,카페/디저트,일산동,26900,2,16200,1390,
41150578,아시안/양식,민락동,13400,1,20000,1390,
41173610,치킨,호계동,160800,7,23000,1370,
41271537,중식,사동,14000,1,21000,490,
41271537,족발/보쌈,사동,258700,6,41900,1210,
41150510,야식,의정부동,9700,0,29000,1800,
41190603,중식,심곡동,205200,9,22000,940,
41271537,중식,사동,454800,18,24800,530,
41800253,한식,전곡읍,35500,1,35500,480,
41150555,카페/디저트,호원동,2100,0,12600,2260,
41150576,족발/보쌈,민락동,3300,0,19900,1190,
41281621,카페/디저트,화정동,548500,31,17900,750,
41150573,찜탕,용현동,54800,2,29900,1020,
41650250,치킨,소흘읍,3500,0,21000,910,
41800253,패스트푸드,전곡읍,81400,6,14800,870,
41190603,찜탕,심곡동,2606400,84,31200,1230,
41150520,한식,의정부동,253000,8,33000,690,
41610530,회,중대동,624500,14,45700,580,
41190744,패스트푸드,상동,42800,2,17100,900,
41150510,야식,의정부동,14800,0,29700,1760,
41150576,한식,민락동,16700,1,20000,480,
41190744,한식,상동,4300,0,26000,370,
41390540,야식,은행동,194800,6,33400,740,
41190744,한식,상동,16700,1,25000,840,
41360262,치킨,오남읍,47300,2,20300,800,
41150510,분식,의정부동,3200,0,19500,1350,
41190744,한식,상동,32500,2,21700,930,
41220520,치킨,서정동,812000,32,25200,670,
41190830,한식,삼정동,23300,1,23300,2210,
41190744,분식,상동,13200,1,13200,720,
11530740,한식,개봉동,17800,1,26800,1510,
41150555,중식,호원동,29700,2,17800,690,
41150510,한식,의정부동,4200,0,25000,1930,
41190795,카페/디저트,옥길동,13200,0,26300,730,
41190744,한식,상동,10300,0,31000,1410,
41360250,한식,와부읍,14000,0,42000,400,
41630540,치킨,덕계동,97800,4,24400,1290,
41150576,치킨,민락동,3000,0,18000,2850,
41190742,치킨,약대동,10800,0,32500,980,
41150568,치킨,신곡동,3200,0,19000,660,
41250565,회,생연동,20500,1,30800,660,
41150578,야식,민락동,4000,0,24000,1020,
41190746,찜탕,송내동,3700,0,22000,630,
41150567,치킨,신곡동,7500,0,22500,1730,
41190746,피자,송내동,9200,0,18300,960,
41150561,치킨,장암동,3500,0,21000,2370,
41150510,한식,의정부동,7300,0,44000,1480,
41150520,한식,의정부동,5600,0,33500,1520,
41150578,도시락,민락동,4100,0,24800,1430,
41250566,한식,지행동,828200,30,27500,1280,
11530720,돈까스/일식,고척동,208100,10,19800,1340,
41650250,한식,소흘읍,4000,0,24000,1320,
41271532,도시락,사동,9400,0,18900,990,
41360250,돈까스/일식,와부읍,129500,4,28800,470,
41650510,한식,신읍동,107000,4,25700,1550,
11470610,치킨,신월동,261100,12,22700,1030,
41271540,찜탕,본오동,18700,1,18700,530,
41150510,야식,의정부동,57200,2,31200,1650,
41150555,치킨,호원동,6700,0,20000,1520,
41150520,분식,의정부동,487600,28,17700,600,
41287540,카페/디저트,탄현동,21000,1,21000,990,
41150580,치킨,금오동,8200,0,24800,2070,
41271515,한식,이동,118600,5,24500,700,
41150510,회,가능동,4300,0,26000,1240,
41190603,중식,심곡동,5200,0,31000,1330,
41150561,한식,장암동,52900,2,24400,1680,
41150595,분식,가능동,30900,2,20600,1030,
41390520,카페/디저트,신천동,404000,24,16800,620,
41271532,도시락,사동,139000,6,21400,640,
41190610,분식,중동,195200,9,22500,870,
41190603,중식,심곡동,21200,1,31800,880,
41190795,치킨,괴안동,192100,7,28100,790,
41250565,피자,생연동,256900,12,21100,740,
41650250,한식,소흘읍,16500,0,49500,1080,
41150555,치킨,호원동,3800,0,22900,2460,
41150510,야식,의정부동,20800,1,24900,1970,
41150580,한식,금오동,11700,0,23300,2490,
41650510,카페/디저트,신읍동,33000,2,18000,1070,
41190795,치킨,괴안동,3991300,152,26300,670,
41150580,돈까스/일식,금오동,76200,3,26900,1070,
11530790,야식,궁동,3300,0,20000,880,
41360262,야식,오남읍,120300,5,23300,1400,
41360253,한식,진접읍,213900,6,32900,1330,
41150568,야식,신곡동,7600,0,22800,1960,
41210590,돈까스/일식,철산동,7500,0,22600,1070,
41150510,돈까스/일식,의정부동,2500,0,15000,1550,
41150615,피자,가능동,3800,0,22800,1210,
41190746,피자,송내동,26000,1,22300,1360,
41190746,한식,송내동,18700,1,18700,1360,
41150510,찜탕,의정부동,3800,0,23000,990,
41150578,패스트푸드,민락동,5100,0,15300,2280,
41150580,카페/디저트,금오동,2700,0,16000,1530,
41190603,카페/디저트,심곡동,428600,21,20700,1990,
41190742,한식,중동,230200,14,16800,970,
41190742,치킨,약대동,674100,27,25000,1090,
41360250,분식,와부읍,62900,4,16400,290,
41210631,아시안/양식,하안동,860500,19,46100,1720,
41133510,야식,성남동,22500,1,33800,1080,
41220259,한식,청북읍,67000,2,36500,830,
41150555,치킨,호원동,7500,0,45000,1810,
41150510,분식,의정부동,6300,0,19000,1630,
41150578,야식,민락동,13900,0,41800,2570,
41150578,한식,낙양동,5000,0,30000,2110,
41150576,야식,민락동,149200,6,24900,1150,
41150580,카페/디저트,금오동,2200,0,13200,1090,
41150520,카페/디저트,의정부동,3400,0,20100,1470,
41150520,카페/디저트,의정부동,4700,0,14100,1360,
41150545,피자,호원동,193700,7,27700,900,
41150520,분식,의정부동,8100,0,16200,1070,
41150576,한식,민락동,2700,0,16000,1740,
41150578,분식,민락동,3300,0,20000,2510,
41150545,카페/디저트,호원동,4500,0,9000,1680,
41150510,회,가능동,45700,1,34200,1500,
41150568,족발/보쌈,신곡동,6200,0,37000,1290,
41150520,한식,의정부동,12800,0,77000,1450,
41190746,피자,송내동,7600,0,22600,1210,
41150545,한식,호원동,4200,0,25500,2260,
41150545,피자,호원동,3700,0,22100,1240,
41210610,돈까스/일식,철산동,11500,0,69000,700,
41150555,분식,호원동,3500,0,21000,1940,
41150620,분식,녹양동,3500,0,21000,1340,
41150576,야식,민락동,7800,0,23500,1640,
41271550,치킨,본오동,9300,0,28000,930,
41271515,야식,이동,13700,1,16400,700,
41150520,한식,의정부동,3000,0,18000,1560,
41150520,회,의정부동,9800,0,59000,2090,
41150510,중식,의정부동,847800,39,21600,1120,
41150510,한식,의정부동,1800,0,11000,3930,
41150510,중식,의정부동,54000,3,19100,1800,
41150578,돈까스/일식,민락동,6000,0,18000,1550,
41150520,찜탕,의정부동,4300,0,26000,1400,
41390540,분식,은행동,3700,0,22000,1420,
41150578,한식,민락동,3000,0,18000,1030,
41150580,돈까스/일식,금오동,12700,0,76000,940,
41150578,중식,민락동,2300,0,14000,1370,
41271540,중식,본오동,31800,1,23900,470,
41650250,야식,소흘읍,53700,3,20100,1340,
41250565,치킨,생연동,949100,47,20300,740,
41150510,피자,의정부동,354800,14,26000,880,
11530720,돈까스/일식,고척동,14400,1,17300,1650,
41150545,피자,호원동,3300,0,19800,1570,
41271550,치킨,본오동,104800,4,23300,760,
41250566,치킨,송내동,19800,1,23700,1460,
41250535,한식,생연동,384600,20,19600,1260,
41190795,야식,옥길동,8800,0,26500,730,
41150576,한식,민락동,27200,1,20400,970,
41220520,돈까스/일식,서정동,203800,8,26000,510,
41220259,치킨,청북읍,3700,0,22000,1200,
41190746,중식,심곡본동,11000,0,22000,840,
41281622,야식,화정동,88900,3,31400,1910,
41650520,치킨,선단동,3800,0,23000,2140,
41150510,한식,의정부동,5500,0,33000,1910,
41150595,피자,가능동,120000,4,26700,1040,
41150573,분식,용현동,14500,0,29000,920,
41190746,돈까스/일식,송내동,75000,4,20500,1120,
41150620,치킨,녹양동,40000,2,24000,640,
41150568,피자,신곡동,2500,0,15000,1510,
11380560,족발/보쌈,구산동,133500,4,33400,720,
41190603,족발/보쌈,심곡동,40000,1,34300,900,
41150568,한식,신곡동,26700,1,20000,1310,
41150573,분식,용현동,9300,0,28000,1940,
41150520,한식,의정부동,8800,0,17700,1270,
41150520,돈까스/일식,의정부동,3200,0,19300,850,
41360253,분식,진접읍,236300,10,24000,1190,
41150568,한식,신곡동,8000,0,24000,3020,
11530780,피자,오류동,20500,1,30800,1080,
41360253,중식,진접읍,414600,17,24600,1400,
41150567,패스트푸드,신곡동,7000,0,41700,580,
41190795,치킨,괴안동,90700,3,34000,1080,
41150595,한식,가능동,47700,2,26000,440,
41650510,찜탕,신읍동,8800,0,53000,1610,
41281622,분식,화정동,5900,0,17800,380,
41150510,카페/디저트,의정부동,8300,0,16700,700,
41150561,치킨,장암동,3800,0,23000,2050,
41650310,찜탕,군내면,144100,5,28800,1640,
41210550,카페/디저트,광명동,10100,0,20200,700,
41150573,분식,용현동,23500,1,20100,1280,
41590259,치킨,향남읍,122900,5,25400,1180,
41150568,한식,신곡동,4200,0,25000,1770,
41210650,찜탕,일직동,93200,3,29400,1390,
41150580,치킨,금오동,3500,0,21000,3670,
41590259,치킨,향남읍,18500,1,27700,1870,
41273570,분식,초지동,3400,0,20500,840,
41590259,치킨,향남읍,426900,18,24400,1120,
41150510,피자,의정부동,7700,0,23200,1240,
41271560,분식,본오동,14200,1,21200,640,
41150510,분식,의정부동,2700,0,16000,240,
41590259,치킨,향남읍,239100,10,23500,1280,
41150567,족발/보쌈,신곡동,5300,0,32000,780,
11560720,카페/디저트,대림동,10600,1,15900,1100,
41360262,한식,오남읍,163800,7,23400,980,
41590259,치킨,향남읍,645600,26,24800,960,
41150520,돈까스/일식,의정부동,2900,0,17500,630,
41150545,치킨,호원동,3100,0,18500,920,
41190746,돈까스/일식,송내동,36400,2,21800,1120,
41150580,족발/보쌈,금오동,6800,0,41000,2360,
41150568,카페/디저트,신곡동,2200,0,13200,2140,
41150510,한식,의정부동,4000,0,24000,2470,
41250565,야식,지행동,5200,0,31000,1350,
41190795,야식,옥길동,5700,0,34000,1350,
41150620,분식,녹양동,2800,0,17000,1400,
41150568,피자,신곡동,15000,0,90000,890,
41150576,한식,민락동,2800,0,17000,930,
11530760,한식,개봉동,18000,1,27000,2120,
41250520,족발/보쌈,생연동,4100,0,24500,920,
41150561,한식,장암동,3400,0,20500,2640,
11545510,찜탕,가산동,2500,0,15000,1080,
41281621,카페/디저트,화정동,2700,0,16000,1320,
41150510,한식,의정부동,4600,0,27300,2560,
41150510,피자,의정부동,5000,0,29900,750,
41150510,카페/디저트,의정부동,2100,0,12600,2390,
41150580,중식,금오동,6600,0,39500,2310,
41281621,한식,화정동,10000,0,20000,1160,
11530780,패스트푸드,오류동,37400,2,24900,1170,
41190603,한식,심곡동,2100,0,12500,810,
41190603,회,심곡동,85200,2,34100,1270,
41150620,회,녹양동,3000,0,18000,990,
41150578,돈까스/일식,민락동,7800,0,47000,3290,
41281640,치킨,행신동,3600,0,21400,1080,
41150595,피자,가능동,4000,0,23900,2620,
41220520,치킨,서정동,7000,0,42000,2320,
41190746,분식,송내동,777200,34,23000,1230,
41150595,카페/디저트,가능동,191200,16,12100,980,
41190742,회,중동,128900,4,33600,1260,
41150510,한식,의정부동,8200,0,49000,1140,
11545670,치킨,시흥동,44200,2,22100,1140,
41150595,카페/디저트,가능동,10300,1,12300,1740,
41150555,치킨,호원동,14000,0,28000,1340,
41150567,족발/보쌈,신곡동,4500,0,27000,960,
41150576,분식,민락동,11600,0,34800,2160,
41150510,카페/디저트,의정부동,101800,6,18000,1070,
11470540,분식,목동,18200,1,21900,890,
41150595,치킨,의정부동,3800,0,23000,1260,
41150520,한식,의정부동,4300,0,26000,2460,
41150520,피자,의정부동,3300,0,19900,1980,
41150520,중식,의정부동,4000,0,24000,1920,
41150567,치킨,신곡동,2600,0,15900,1260,
41150576,아시안/양식,민락동,91000,3,27300,1210,
41150545,치킨,호원동,3500,0,21000,1140,
11545670,치킨,시흥동,2700,0,16000,540,
11545670,치킨,시흥동,153400,8,18800,840,
41150578,아시안/양식,민락동,4900,0,29500,1020,
41150580,분식,금오동,9100,0,27200,1530,
41190744,치킨,상동,231500,10,22800,1140,
41390593,피자,정왕동,26700,1,26700,1860,
41650510,한식,신읍동,3200,0,19000,900,
41150520,회,의정부동,5700,0,34000,540,
41150510,한식,의정부동,3300,0,20000,900,
41190610,한식,상동,33800,1,29000,1120,
41150595,분식,의정부동,1301200,72,18100,1060,
41150615,카페/디저트,가능동,35800,2,14300,560,
41150520,카페/디저트,의정부동,60500,4,17300,1010,
41150615,카페/디저트,가능동,8600,1,12900,1540,
11350580,카페/디저트,월계동,8200,0,16500,1140,
41150595,분식,의정부동,50000,3,16700,1950,
41150595,분식,의정부동,69200,3,24400,1980,
41220259,치킨,청북읍,3800,0,23000,840,
41271515,한식,이동,1446800,86,16800,580,
41210650,패스트푸드,일직동,10200,0,20300,1360,
41210650,한식,일직동,23000,1,19700,1290,
41150595,분식,의정부동,353700,15,23600,1450,
41150578,야식,민락동,9400,0,28200,2310,
41150510,치킨,의정부동,2200,0,13500,2100,
41150573,회,용현동,72700,1,54500,2080,
41150567,도시락,신곡동,8500,0,51000,600,
41150520,카페/디저트,의정부동,7800,0,23500,2370,
41150620,한식,녹양동,117200,7,16700,1320,
41390589,카페/디저트,정왕동,26200,2,14300,730,
41271515,족발/보쌈,이동,35800,2,23800,630,
41150578,족발/보쌈,민락동,9700,0,58000,1620,
41150520,한식,의정부동,19700,1,23600,1670,
41150520,야식,의정부동,3700,0,22000,2460,
41150520,피자,의정부동,7700,0,46400,2340,
41800253,분식,전곡읍,11800,0,23600,480,
41190610,한식,상동,22700,1,22700,1330,
41150576,아시안/양식,민락동,21000,0,42000,1880,
41150620,한식,녹양동,8200,1,12400,1200,
41150620,카페/디저트,녹양동,18300,1,13800,1160,
41150510,치킨,의정부동,556100,30,18200,810,
41150510,카페/디저트,의정부동,5300,0,16000,1470,
41150510,한식,의정부동,3700,0,22400,1440,
41150510,한식,의정부동,1600,0,9900,780,
41150510,치킨,의정부동,6500,0,19500,1530,
41190610,분식,상동,166600,6,26300,1500,
41150510,찜탕,의정부동,24700,1,18500,1640,
41150567,한식,신곡동,3500,0,21000,2220,
41150568,찜탕,신곡동,2700,0,16000,2460,
41150568,찜탕,신곡동,4300,0,26000,1080,
41150578,카페/디저트,민락동,522800,40,13200,1140,
41150520,치킨,의정부동,521100,22,23200,1320,
41150567,돈까스/일식,신곡동,3500,0,21000,2700,
41150578,카페/디저트,민락동,2700,0,16400,2580,
41150580,카페/디저트,금오동,7200,0,43200,3120,
41150520,치킨,의정부동,48400,2,26400,1730,
41150578,패스트푸드,민락동,1400,0,8500,4320,
41150578,카페/디저트,민락동,17800,1,13400,1750,
41150580,피자,금오동,8000,0,48000,3360,
41150520,한식,의정부동,9300,0,18700,3140,
41150567,돈까스/일식,신곡동,8000,0,48000,3180,
41150576,분식,민락동,11200,0,22300,2920,
41150520,한식,의정부동,12800,0,25500,2540,
41150510,치킨,의정부동,24300,1,20900,2470,
41150510,한식,의정부동,6700,0,40000,3540,
41150555,야식,호원동,6800,0,41000,3540,
41150520,한식,의정부동,4500,0,27000,3900,
41150510,야식,의정부동,12800,1,19200,3340,
41150561,한식,장암동,9200,0,55000,2520,
41150576,족발/보쌈,민락동,21100,1,25300,3490,
41150567,치킨,신곡동,10800,0,21700,2380,
41150567,족발/보쌈,신곡동,9800,0,59000,2580,
41150555,분식,호원동,2300,0,14000,2880,
41150568,피자,신곡동,17700,1,21200,2500,
41150510,회,의정부동,13500,0,40500,2880,
41150568,치킨,신곡동,6300,0,19000,4080,
41150576,찜탕,민락동,5000,0,30000,4380,
41150580,족발/보쌈,금오동,6000,0,36000,2160,
41150576,한식,민락동,8100,0,24200,2940,
41150568,피자,신곡동,14900,0,29800,3100,
41150578,중식,민락동,6500,0,19500,4080,
41150520,야식,의정부동,9500,0,19000,3020,
41150580,돈까스/일식,금오동,35600,1,35600,3170,
41150520,아시안/양식,의정부동,3500,0,20900,4380,
41150578,치킨,민락동,3300,0,20000,4740,
41150510,한식,의정부동,2900,0,17500,3300,
41150510,피자,의정부동,7800,0,23400,2310,
41150555,치킨,호원동,17900,1,21500,2540,
41150555,중식,호원동,7700,0,23000,2940,
41150568,야식,신곡동,3500,0,21000,2940,
41150510,야식,의정부동,8800,0,26500,3150,
41150580,카페/디저트,금오동,4600,0,27800,2460,
41150595,찜탕,가능동,6700,0,40000,3420,
41150555,치킨,호원동,6300,0,37800,2220,
41150520,한식,의정부동,15000,1,22500,2620,
41150580,족발/보쌈,금오동,13500,0,40500,2970,
41150555,족발/보쌈,호원동,5500,0,33000,1980,
41150561,돈까스/일식,장암동,3600,0,21400,3720,
41150580,야식,금오동,8200,0,24500,2760,
41150576,치킨,민락동,10400,0,31400,2580,
41150520,족발/보쌈,의정부동,19200,0,38300,2220,
41150510,아시안/양식,의정부동,2700,0,16000,2400,
41150510,한식,의정부동,3400,0,20400,2820,
41150510,야식,의정부동,5800,0,35000,2640,
41150595,한식,의정부동,11200,0,33500,2910,
41150520,한식,의정부동,14200,0,42500,4110,
41150576,야식,민락동,3800,0,23000,2280,
41150510,한식,의정부동,5000,0,30000,3180,
41150578,돈까스/일식,민락동,8100,0,24200,1950,
41150578,카페/디저트,민락동,2600,0,15500,2700,
41150595,치킨,가능동,4500,0,27000,3900,
41150576,족발/보쌈,민락동,2200,0,13000,2160,
41150510,분식,의정부동,2000,0,12000,3240,
41150510,한식,의정부동,6800,0,40500,4860,
41150520,족발/보쌈,의정부동,4500,0,27000,3300,
41150510,한식,의정부동,9700,0,29000,2220,
41150510,족발/보쌈,의정부동,4500,0,27000,2580,
41150510,치킨,의정부동,11000,1,16500,2740,
41150520,중식,의정부동,3200,0,19000,2340,
41150567,회,신곡동,17300,0,52000,2820,
41150510,한식,의정부동,4000,0,24000,2940,
41150555,중식,호원동,8300,0,25000,2190,
41150510,야식,의정부동,11000,0,22000,2880,
41150568,도시락,신곡동,5200,0,31500,2460,
41150510,돈까스/일식,의정부동,5600,0,33900,2940,
41150520,돈까스/일식,의정부동,4500,0,27000,3660,
41150555,치킨,호원동,13600,0,27200,2400,
41150555,족발/보쌈,호원동,2500,0,15000,3300,
41150510,중식,의정부동,3300,0,20000,2700,
41150510,분식,의정부동,2600,0,15500,2400,
41150520,한식,의정부동,5700,0,34000,3480,
41150595,찜탕,가능동,2300,0,14000,3000,
41150555,야식,호원동,8500,0,25500,2610,
41150510,치킨,의정부동,2200,0,12900,3240,
41150520,회,의정부동,14400,0,28800,2400,
41150576,한식,민락동,2500,0,15000,2700,
