,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,Label
6933,41150595,S0025855,치킨,가능동,89200,4,24300,1120,2
6934,41150576,S0027916,도시락,민락동,2300,0,14000,4560,3
6935,41500250,S0042188,중식,장호원읍,391300,14,28300,950,1
6936,41271550,S0025691,치킨,본오동,170500,8,20100,790,1
6937,41150510,S0035452,한식,의정부동,10300,0,20700,1070,0
6938,41150510,S0036539,돈까스/일식,의정부동,3200,0,19000,1750,3
6939,11560515,S0041858,돈까스/일식,영등포동,9170200,421,21800,850,3
6940,41150510,S0036372,한식,의정부동,60200,3,21300,1060,0
6941,41150580,S0023606,카페/디저트,금오동,128600,6,20900,860,2
6942,41220259,S0039100,족발/보쌈,청북읍,1785300,40,44600,1140,3
6943,41210540,S0019441,한식,광명동,655900,31,20900,1000,2
6944,41150573,S0035297,한식,용현동,431200,7,58800,1830,0
6945,41650370,S0037284,야식,일동면,97800,3,32600,2340,1
6946,41150576,S0027875,찜탕,민락동,32700,2,19600,1430,2
6947,41150510,S0036262,카페/디저트,의정부동,10200,0,20300,1530,0
6948,41590515,S0040733,치킨,새솔동,3200,0,18900,550,1
6949,41150555,S0041792,치킨,호원동,35800,2,23900,1420,0
6950,41220253,S0027384,한식,안중읍,172200,6,29500,1010,0
6951,41150595,S0029157,중식,가능동,4200,0,12800,920,2
6952,41150568,S0031950,치킨,신곡동,20500,1,24600,1650,0
6953,41150576,S0028063,치킨,민락동,2200,0,13000,1670,2
6954,41150555,S0041719,야식,호원동,72800,3,23000,1060,3
6955,41150520,S0030245,한식,의정부동,2318900,138,16800,910,0
6956,41150568,S0026402,치킨,신곡동,89700,4,25600,1230,0
6957,41220520,S0035940,찜탕,서정동,2700,0,16000,260,1
6958,41150520,S0036952,도시락,의정부동,253500,8,31000,870,3
6959,11380570,S0035066,돈까스/일식,대조동,3016300,137,22000,730,2
6960,41610530,S0040823,분식,태전동,9100,0,18200,470,1
6961,41150568,S0023808,피자,신곡동,1211700,61,20000,1180,0
6962,41220253,S0026913,아시안/양식,안중읍,902000,38,23900,890,3
6963,41250535,S0035063,한식,생연동,9400,0,28200,1210,0
6964,41390520,S0020500,아시안/양식,신천동,5579100,244,22900,720,1
6965,41610530,S0040824,분식,태전동,814000,50,16100,850,1
6966,41150545,S0041692,카페/디저트,호원동,128900,6,23400,580,0
6967,41150510,S0022712,분식,의정부동,4700,0,14000,1870,3
6968,41650250,S0037195,패스트푸드,소흘읍,69700,4,18200,660,1
6969,41220259,S0025915,치킨,청북읍,589600,24,24100,1200,0
6970,41150568,S0023799,피자,신곡동,96000,5,19900,1680,0
6971,41150568,S0026394,회,신곡동,25500,1,38200,2040,0
6972,41360253,S0029142,족발/보쌈,진접읍,622000,16,38500,1050,1
6973,11545510,S0022366,한식,가산동,1392800,12,119400,1790,2
6974,11530750,S0000115,치킨,개봉동,5733800,258,22200,1170,2
6975,41150545,S0041802,피자,호원동,85200,4,24400,1270,0
6976,11530720,S0002788,야식,고척동,11300,0,22700,1130,2
6977,41150510,S0036266,아시안/양식,의정부동,134100,6,23700,2100,3
6978,41630560,S0026080,족발/보쌈,옥정동,1253700,37,34200,600,1
6979,41150580,S0023668,회,금오동,65300,2,43600,2760,2
6980,41150567,S0031854,한식,신곡동,33900,2,18500,1750,0
6981,41150568,S0032042,야식,신곡동,36000,1,36000,1750,3
6982,41150520,S0036912,카페/디저트,의정부동,12100,1,18100,1140,0
6983,41150510,S0022716,족발/보쌈,의정부동,92700,3,32700,1650,3
6984,41271532,S0026664,분식,사동,245100,12,19600,580,3
6985,41271550,S0025692,치킨,본오동,1481400,72,20700,630,1
6986,41150545,S0041800,족발/보쌈,호원동,10000,0,60000,900,3
6987,41150595,S0022602,회,가능동,60800,1,45600,1390,2
6988,41150620,S0025772,분식,녹양동,17800,1,17800,1010,2
6989,41150510,S0036384,한식,의정부동,916000,47,19600,790,0
6990,41150555,S0041705,카페/디저트,호원동,17800,1,21400,1150,0
6991,41190603,S0022981,찜탕,심곡동,4000,0,24000,560,0
6992,41150580,S0023615,분식,금오동,79000,4,19000,1140,2
6993,41190742,S0020462,돈까스/일식,중동,869000,38,23100,1030,3
6994,41271515,S0031689,한식,이동,5627700,236,23800,480,1
6995,41150545,S0027145,분식,호원동,58000,2,31600,2080,3
6996,41210560,S0019378,한식,광명동,5266100,159,33100,1480,2
6997,41190603,S0001008,찜탕,심곡동,589800,30,19700,1030,0
6998,41150580,S0023722,치킨,금오동,21600,1,21600,1820,2
6999,41150580,S0023742,족발/보쌈,금오동,9200,0,27500,1520,2
7000,41150578,S0028186,아시안/양식,민락동,6000,0,36000,1520,3
7001,41150576,S0028084,한식,민락동,52200,2,24100,2190,2
7002,41150578,S0028808,분식,민락동,9200,0,27500,1580,3
7003,41150576,S0027890,패스트푸드,민락동,7200,0,21800,1370,2
7004,41150576,S0027821,치킨,민락동,30100,1,25800,2060,2
7005,41150568,S0023806,피자,신곡동,8000,0,23800,1900,0
7006,41150578,S0028764,돈까스/일식,민락동,16800,1,20200,2330,3
7007,41150576,S0027865,족발/보쌈,민락동,15700,0,31300,2240,3
7008,41150580,S0023703,돈까스/일식,금오동,4800,0,29000,1640,3
7009,41150580,S0023825,피자,금오동,19900,1,19900,2200,2
7010,41150580,S0023731,카페/디저트,금오동,2500,0,15000,1140,2
7011,41150520,S0040635,야식,의정부동,12300,0,24700,2260,3
7012,41150567,S0031920,치킨,신곡동,2700,0,16000,1430,0
7013,41150576,S0027967,피자,민락동,4300,0,26000,1190,2
7014,41150580,S0023566,야식,금오동,34900,1,26200,2650,2
7015,41190603,S0020563,분식,심곡동,1341000,50,27000,820,3
7016,41150568,S0026439,한식,신곡동,13200,0,39500,1560,0
7017,41150568,S0032064,피자,신곡동,6400,0,19200,1740,0
7018,41150576,S0027852,족발/보쌈,민락동,20700,0,41300,2270,3
7019,41150576,S0027923,야식,민락동,6500,0,39000,3580,3
7020,41150567,S0031837,야식,신곡동,3200,0,19000,1640,3
7021,41150576,S0027963,치킨,민락동,4100,0,24800,1110,2
7022,41150568,S0002915,치킨,신곡동,7200,0,21800,1680,0
7023,41150510,S0036489,야식,의정부동,4000,0,24000,2270,3
7024,41150510,S0036363,한식,의정부동,30700,1,30700,2460,0
7025,41150573,S0035778,돈까스/일식,용현동,7300,0,44000,1540,3
7026,41150578,S0029003,한식,민락동,8100,0,24200,2000,2
7027,41150510,S0040653,중식,의정부동,2800,0,16500,1940,3
7028,41150576,S0027813,회,민락동,5700,0,34000,1160,0
7029,41150567,S0031974,한식,신곡동,4000,0,24000,1680,0
7030,41150576,S0028066,치킨,민락동,18800,1,22600,2850,2
7031,41150576,S0028041,족발/보쌈,민락동,3000,0,18000,1400,2
7032,41150568,S0023765,족발/보쌈,신곡동,11500,0,34500,2520,3
7033,41150568,S0035869,치킨,신곡동,9000,0,27000,1540,0
7034,41150578,S0028776,야식,민락동,26700,1,26700,2900,3
7035,41150615,S0022557,분식,가능동,8500,0,17000,1940,2
7036,41150580,S0023543,족발/보쌈,금오동,30200,1,45200,2970,2
7037,41150573,S0035800,치킨,용현동,2800,0,17000,1680,0
7038,41150578,S0028102,패스트푸드,민락동,2200,0,13300,3230,2
7039,41630560,S0041050,도시락,옥정동,2096600,39,54000,620,3
7040,41150568,S0026392,한식,신곡동,24700,1,24700,2480,0
7041,41150576,S0028548,족발/보쌈,민락동,17700,0,35300,2420,3
7042,41150578,S0029028,돈까스/일식,민락동,12800,0,38200,2010,3
7043,41150573,S0035785,치킨,용현동,20400,1,30600,2410,0
7044,41150573,S0035767,분식,용현동,3800,0,23000,1280,3
7045,41150578,S0028160,중식,민락동,4200,0,25000,1770,2
7046,41150510,S0036260,아시안/양식,의정부동,10000,0,30000,2200,3
7047,41150595,S0022806,족발/보쌈,가능동,17300,0,52000,1810,2
7048,41150510,S0036371,한식,의정부동,3200,0,19000,2550,0
7049,41150576,S0027795,한식,민락동,2600,0,15900,2420,2
7050,41150510,S0037608,한식,의정부동,11500,0,23000,1990,0
7051,41150561,S0037855,족발/보쌈,장암동,5300,0,32000,1120,3
7052,41150510,S0002525,한식,의정부동,17700,1,26500,1310,0
7053,41150510,S0036301,찜탕,의정부동,2800,0,17000,810,0
7054,41150595,S0022854,족발/보쌈,가능동,7700,0,46000,1540,2
7055,41150510,S0032336,치킨,의정부동,16600,1,19900,1920,0
7056,41150576,S0028205,아시안/양식,민락동,5900,0,35200,1040,3
7057,41150568,S0023652,찜탕,신곡동,3200,0,19500,790,0
7058,41150578,S0028101,패스트푸드,민락동,1800,0,11000,1630,2
7059,41150567,S0037771,패스트푸드,신곡동,2000,0,12300,1770,0
7060,41150510,S0036296,중식,의정부동,10000,0,30000,1660,3
7061,41150568,S0023873,피자,신곡동,5000,0,30000,1270,0
7062,41150510,S0036181,분식,의정부동,3200,0,19000,1750,3
7063,41150568,S0023781,도시락,신곡동,4800,0,28500,1740,3
7064,41150615,S0022556,분식,가능동,6400,0,19200,1340,2
7065,41150576,S0027880,치킨,민락동,4200,0,25000,1520,2
7066,41150568,S0026683,피자,신곡동,2800,0,17000,1250,0
7067,41150561,S0037792,도시락,장암동,2900,0,17300,2350,3
7068,41150573,S0035798,치킨,용현동,3000,0,18000,1150,0
7069,41150520,S0026137,회,의정부동,3700,0,22000,1120,0
7070,41150510,S0037676,족발/보쌈,의정부동,5800,0,17500,1810,3
7071,41150578,S0029002,한식,민락동,4300,0,13000,1510,2
7072,41150561,S0037739,치킨,장암동,3200,0,19000,1620,0
7073,41150568,S0026433,족발/보쌈,신곡동,4200,0,25000,1350,3
7074,41150578,S0028857,분식,민락동,3300,0,20000,1690,3
7075,41150510,S0027043,족발/보쌈,의정부동,10700,0,21300,1800,3
7076,41150568,S0039656,한식,신곡동,2800,0,17000,980,0
7077,41150510,S0036329,분식,의정부동,3000,0,18000,1800,3
7078,41150510,S0036460,피자,의정부동,3500,0,20900,1610,0
7079,41150510,S0036122,야식,의정부동,2600,0,15400,2420,3
7080,41150578,S0028941,한식,민락동,5300,0,16000,1440,2
7081,41150573,S0035783,치킨,용현동,4300,0,26000,2070,0
7082,41150510,S0037099,야식,의정부동,384500,15,25100,950,3
7083,41150510,S0036179,분식,의정부동,4600,0,27500,1140,3
7084,41150520,S0036687,분식,의정부동,3800,0,22500,1220,3
7085,41150568,S0023795,한식,신곡동,9800,0,19700,1700,0
7086,41150568,S0035427,도시락,신곡동,5100,0,30600,780,3
7087,41150520,S0036594,찜탕,의정부동,5200,0,31000,2080,3
7088,41150580,S0023541,족발/보쌈,금오동,12000,0,36000,1470,2
7089,41150510,S0036270,아시안/양식,의정부동,3100,0,18500,1110,3
7090,41150578,S0028195,아시안/양식,민락동,9100,0,54500,900,3
7091,41150568,S0023891,치킨,신곡동,4400,0,26500,1450,0
7092,41150568,S0022971,찜탕,신곡동,25800,1,25800,2960,3
7093,41150595,S0022744,치킨,가능동,3800,0,23000,1030,2
7094,41150567,S0031734,치킨,신곡동,4500,0,27000,1840,0
7095,41150510,S0036486,야식,의정부동,3500,0,21000,1940,3
7096,41150510,S0036076,돈까스/일식,의정부동,2900,0,17500,1290,3
7097,41150510,S0036361,한식,의정부동,9900,0,29800,2250,0
7098,41150578,S0029026,돈까스/일식,민락동,5200,0,31000,1640,3
7099,41150580,S0023584,치킨,금오동,3500,0,21000,1270,2
7100,41150567,S0032001,아시안/양식,신곡동,3400,0,20300,1280,3
7101,41150567,S0031745,치킨,신곡동,3300,0,20000,1060,0
7102,41150510,S0037104,카페/디저트,의정부동,2100,0,12500,1090,0
7103,41150595,S0022695,카페/디저트,가능동,2300,0,14000,970,2
7104,41150576,S0028064,치킨,민락동,8000,0,23900,2130,2
7105,41150595,S0022640,한식,의정부동,3300,0,20000,1760,0
7106,41150568,S0023620,치킨,신곡동,2800,0,17000,620,0
7107,41271515,S0041909,야식,이동,496700,18,28100,890,3
7108,41150578,S0028128,치킨,민락동,3300,0,20000,1970,2
7109,41150615,S0036691,카페/디저트,가능동,54100,3,17100,1220,2
7110,41190795,S0021696,야식,옥길동,4700,0,28000,1020,3
7111,41630560,S0040847,피자,옥정동,475800,16,28800,1020,1
7112,41150573,S0035774,한식,용현동,181800,9,20600,1100,0
7113,41150520,S0039596,한식,의정부동,8200,0,49000,1310,0
7114,41150520,S0036951,도시락,의정부동,21500,1,21500,1540,3
7115,41150573,S0035772,한식,용현동,10200,1,15200,1470,0
7116,41150510,S0039939,한식,의정부동,6700,0,40000,810,0
7117,11530730,S0000154,찜탕,고척동,203500,6,34900,1130,2
7118,41150578,S0028784,야식,민락동,4100,0,24500,1770,3
7119,41150520,S0036661,치킨,의정부동,14100,1,21200,1360,0
7120,41150578,S0028139,치킨,민락동,8228800,362,22800,1070,2
7121,41150578,S0028114,한식,민락동,1052000,50,20800,790,2
7122,41150580,S0023827,피자,금오동,1806000,92,19500,1080,2
7123,41150578,S0028854,돈까스/일식,민락동,1002200,42,24000,960,3
7124,41150567,S0031999,아시안/양식,신곡동,185000,8,23100,1260,3
7125,41150580,S0023867,치킨,금오동,1074200,44,24100,1020,2
7126,41210631,S0022054,족발/보쌈,하안동,254400,6,46300,1380,3
7127,41150578,S0025558,치킨,민락동,1446100,59,24600,500,2
7128,41150567,S0032007,아시안/양식,신곡동,3306900,144,22900,800,3
7129,41150580,S0022525,족발/보쌈,금오동,6200,0,37000,1420,2
7130,41150578,S0029021,치킨,민락동,698000,29,24200,1470,2
7131,41150576,S0027947,분식,민락동,1220300,60,20300,980,3
7132,41150568,S0026441,한식,신곡동,241200,6,40200,1000,0
7133,41150578,S0028785,야식,민락동,2186900,85,25800,910,2
7134,41150568,S0026413,야식,신곡동,1056300,38,28200,970,3
7135,41150520,S0036829,한식,의정부동,501400,16,31300,750,0
7136,41150578,S0025586,피자,낙양동,168000,6,27200,840,2
7137,41220259,S0025729,회,청북읍,270100,9,28900,1100,0
7138,41590515,S0040734,치킨,새솔동,112300,4,30600,1420,1
7139,41150595,S0022851,족발/보쌈,가능동,48300,1,41400,1800,2
7140,41150520,S0036958,중식,의정부동,2920300,100,29300,1040,3
7141,41150578,S0028967,야식,민락동,1227200,49,25100,670,2
7142,41150580,S0023848,한식,금오동,143000,5,26800,1890,2
7143,41190795,S0019536,치킨,괴안동,8751600,335,26200,700,2
7144,41150510,S0036341,한식,의정부동,3776600,174,21700,980,0
7145,41150573,S0035742,치킨,용현동,813300,40,20400,1110,0
7146,41150578,S0028878,돈까스/일식,민락동,832400,28,29400,790,3
7147,41150580,S0023863,치킨,금오동,61300,2,26300,2120,2
7148,41150520,S0036628,도시락,의정부동,14500,1,21800,1040,3
7149,41150555,S0041736,한식,호원동,1893100,54,35400,1100,0
7150,41150580,S0023671,회,금오동,406200,10,40000,2350,2
7151,41150545,S0041710,카페/디저트,호원동,187200,14,13200,1290,0
7152,41150578,S0028933,한식,민락동,887500,41,21500,1080,2
7153,41150578,S0029033,카페/디저트,민락동,176300,10,17300,530,2
7154,41150568,S0023876,피자,신곡동,1010000,31,32800,920,0
7155,41150520,S0036643,회,의정부동,1372700,34,40800,770,0
7156,41190795,S0019527,분식,괴안동,29800,2,19800,670,2
7157,41190795,S0019537,치킨,괴안동,62800,2,25100,590,2
7158,41150580,S0023855,한식,금오동,3707500,147,25300,1210,2
7159,41190795,S0019504,분식,괴안동,78800,4,17500,820,2
7160,41150576,S0027892,패스트푸드,민락동,1708800,94,18100,1020,2
7161,41150580,S0023820,피자,금오동,181000,9,20500,1770,2
7162,41150568,S0023893,치킨,신곡동,337500,17,20200,1240,0
7163,41150578,S0028199,아시안/양식,민락동,453200,14,32800,900,3
7164,41190795,S0019534,한식,괴안동,66200,3,23400,620,2
7165,41190795,S0019523,치킨,괴안동,43900,2,23900,860,2
7166,41190795,S0019509,패스트푸드,괴안동,45500,2,19500,1140,2
7167,41150567,S0029846,한식,신곡동,1355400,66,20400,920,0
7168,41190795,S0019542,돈까스/일식,괴안동,117200,6,19500,950,2
7169,41220259,S0037630,카페/디저트,청북읍,118700,6,19200,960,0
7170,41150578,S0028866,아시안/양식,민락동,723000,36,20200,760,3
7171,41150520,S0039786,피자,의정부동,3000,0,17900,1220,0
7172,41190795,S0019502,돈까스/일식,괴안동,86500,4,20000,770,2
7173,41150568,S0023869,피자,신곡동,68100,2,31500,1480,0
7174,41150545,S0041655,한식,호원동,484500,22,22200,550,0
7175,41190750,S0019530,카페/디저트,소사본동,9100,0,18100,900,0
7176,41150510,S0039227,피자,의정부동,279100,10,28400,1030,0
7177,41150578,S0028953,분식,민락동,269000,17,16100,1000,3
7178,41150595,S0025764,치킨,가능동,184300,7,25100,520,2
7179,41150520,S0036956,중식,의정부동,166000,6,28500,1660,3
7180,41150615,S0029828,카페/디저트,가능동,22800,2,13700,740,2
7181,41390520,S0020473,한식,신천동,5881000,248,23700,570,1
7182,41150578,S0028949,분식,민락동,3800,0,22900,2440,3
7183,41150568,S0026406,돈까스/일식,신곡동,196500,6,35700,860,3
7184,41590515,S0037181,카페/디저트,새솔동,2900,0,17200,630,1
7185,41150510,S0022847,분식,의정부동,14400,0,28800,1500,3
7186,41150545,S0041774,야식,호원동,3500,0,21000,1640,3
7187,41150510,S0036338,한식,의정부동,138800,6,25200,1720,0
7188,41150568,S0026403,돈까스/일식,신곡동,17800,0,53500,900,3
7189,41150567,S0029844,한식,신곡동,39300,2,21500,1330,0
7190,41150567,S0037756,치킨,신곡동,16800,1,25200,1310,0
7191,41150576,S0028000,찜탕,민락동,38200,1,28600,910,2
7192,41150545,S0041797,치킨,호원동,11000,0,22000,1390,0
7193,41150510,S0022595,카페/디저트,의정부동,20100,1,17200,920,0
7194,41220259,S0035008,야식,청북읍,59800,2,29900,1190,3
7195,41281520,S0020422,한식,신원동,469100,17,27600,860,0
7196,41150573,S0035777,돈까스/일식,용현동,13200,0,26300,1630,3
7197,41150578,S0028781,야식,민락동,128200,5,25600,1850,3
7198,41150578,S0028129,치킨,민락동,159300,7,23900,1750,2
7199,41150576,S0027935,분식,민락동,70100,3,23400,1880,3
7200,41590262,S0025614,회,남양읍,97300,2,48700,1190,1
7201,41150568,S0023759,찜탕,신곡동,148700,5,31900,1550,3
7202,41150568,S0023610,회,신곡동,292400,6,50100,1330,0
7203,41150580,S0041851,분식,금오동,91800,4,23900,880,2
7204,41150578,S0029074,카페/디저트,민락동,513800,22,23500,690,2
7205,41150545,S0027128,치킨,호원동,6500,0,19500,1280,0
7206,41210650,S0022265,한식,일직동,485200,21,22900,1060,0
7207,41150568,S0032015,피자,신곡동,319400,16,20000,1030,0
7208,41390540,S0020513,카페/디저트,은행동,189700,10,18100,1410,1
7209,41150567,S0037745,회,신곡동,985800,28,35600,940,0
7210,41150578,S0025555,치킨,민락동,23400,1,23400,1310,2
7211,41150578,S0028187,아시안/양식,민락동,51800,2,28300,1760,3
7212,41271525,S0040120,치킨,사동,1856700,80,23100,680,1
7213,41150510,S0037095,야식,의정부동,61000,2,28200,1730,3
7214,41150578,S0025583,피자,낙양동,16400,1,24600,1270,2
7215,41150576,S0027812,회,민락동,190200,5,39400,1990,0
7216,41800253,S0039607,회,전곡읍,5300,0,32000,360,1
7217,41150578,S0028108,한식,민락동,75800,4,21600,1480,2
7218,41150555,S0041735,한식,호원동,44000,1,33000,1660,0
7219,41220560,S0002703,카페/디저트,지산동,9000,0,26800,2230,0
7220,41150595,S0022633,돈까스/일식,가능동,30000,1,25700,1480,2
7221,41650370,S0035846,분식,일동면,30200,2,20100,1150,1
7222,41150615,S0022682,한식,가능동,36300,2,19800,1410,2
7223,41150580,S0023823,피자,금오동,5400,0,32700,1280,2
7224,41150555,S0041689,한식,호원동,22000,0,44000,1430,0
7225,41150568,S0023890,치킨,신곡동,43100,2,19900,2210,0
7226,41150578,S0029017,치킨,민락동,57800,2,28900,1710,2
7227,41150573,S0035739,치킨,용현동,9800,0,19700,1560,0
7228,41150555,S0028460,치킨,호원동,62800,3,22200,540,0
7229,41150520,S0036857,한식,의정부동,30200,2,20200,1290,0
7230,41150576,S0027888,패스트푸드,민락동,28600,2,17100,1520,2
7231,41150578,S0028919,족발/보쌈,민락동,12000,0,36000,1260,3
7232,41150578,S0028165,치킨,낙양동,1900,0,11500,970,2
7233,41150580,S0023576,치킨,금오동,13200,1,19800,1110,2
7234,41250565,S0042017,치킨,생연동,5399200,268,20200,710,1
7235,41150567,S0037809,찜탕,신곡동,37800,2,20600,1980,0
7236,41150620,S0025842,카페/디저트,녹양동,3400,0,20400,1200,2
7237,41150576,S0027925,야식,민락동,161800,5,30300,1140,3
7238,11545640,S0019617,카페/디저트,독산동,11100,1,16600,800,2
7239,11530720,S0002723,치킨,고척동,4000,0,23900,1440,2
7240,41150520,S0036697,카페/디저트,의정부동,8600,0,17200,900,0
7241,41150578,S0028948,분식,민락동,60800,2,30400,1740,3
7242,41271525,S0029877,패스트푸드,사동,502700,31,16100,490,1
7243,41150510,S0036423,한식,의정부동,89000,4,22200,1010,0
7244,41150520,S0036642,회,의정부동,43500,1,43500,1310,0
7245,41150578,S0028849,돈까스/일식,민락동,33600,2,20100,1240,3
7246,41250565,S0040880,피자,생연동,446600,20,22100,700,0
7247,41150520,S0039592,한식,의정부동,10800,0,65000,2040,0
7248,41150510,S0036072,야식,의정부동,210000,8,25200,1320,3
7249,41150620,S0025767,한식,녹양동,10000,0,30000,890,2
7250,11530760,S0000050,족발/보쌈,개봉동,2583900,134,19200,1030,2
7251,41150568,S0032013,피자,신곡동,16800,1,14400,1440,0
7252,41150578,S0028964,야식,민락동,24400,1,24400,1220,3
7253,41150510,S0037118,한식,의정부동,33700,2,16800,1860,0
7254,41150567,S0031898,회,신곡동,136700,3,41000,2300,0
7255,11545640,S0002437,카페/디저트,독산동,4100,0,12400,700,2
7256,41150510,S0037026,야식,의정부동,17800,1,17800,1130,3
7257,41150578,S0028856,분식,민락동,21900,1,32900,1900,3
7258,41250565,S0022876,야식,생연동,50900,3,19100,970,3
7259,41390570,S0019769,카페/디저트,조남동,20900,1,25100,1130,1
7260,41150520,S0030246,한식,의정부동,4200,0,25000,1620,0
7261,41281640,S0002236,분식,행신동,106800,5,20000,1040,3
7262,41650250,S0026492,한식,소흘읍,1707400,61,28100,1220,1
7263,41150545,S0041651,한식,호원동,3300,0,20000,880,0
7264,41150580,S0023640,한식,금오동,27200,1,32600,1050,2
7265,41150620,S0025780,도시락,녹양동,59700,2,29800,1280,3
7266,41150510,S0033447,피자,의정부동,37600,2,20500,1340,0
7267,41150578,S0029030,카페/디저트,민락동,8800,0,17500,1270,2
7268,41190610,S0020921,분식,중동,2289600,98,23400,1090,3
7269,41150578,S0028945,돈까스/일식,민락동,716800,38,18900,690,3
7270,41190795,S0021645,피자,옥길동,5200,0,30900,1070,0
7271,41281622,S0002334,치킨,화정동,1069400,55,19600,1150,0
7272,41190795,S0021646,피자,옥길동,569800,24,23300,1190,0
7273,41150510,S0036342,한식,의정부동,136800,7,20000,880,0
7274,41150578,S0029073,카페/디저트,민락동,53400,1,40100,1600,2
7275,41190742,S0020962,분식,중동,1277800,81,15800,840,3
7276,41271540,S0035036,분식,본오동,56300,3,19900,490,3
7277,11545630,S0019623,한식,독산동,10200,0,20300,960,2
7278,41210570,S0019405,야식,광명동,5700,0,34000,1590,2
7279,41150520,S0030242,한식,의정부동,115000,6,19200,1590,0
7280,41150578,S0028937,치킨,민락동,27100,1,20300,2340,2
7281,41150520,S0036809,찜탕,의정부동,10000,0,30000,2740,3
7282,41390510,S0020530,치킨,대야동,70200,3,23400,430,1
7283,41150555,S0036772,분식,호원동,6500,0,19500,2370,3
7284,41150578,S0028943,돈까스/일식,민락동,51400,2,20600,1810,3
7285,41150578,S0028092,중식,민락동,2529900,109,23100,900,2
7286,41150510,S0036339,한식,의정부동,11300,0,22700,1400,0
7287,41480560,S0000679,카페/디저트,목동동,301800,15,19900,2080,1
7288,41150555,S0041738,한식,호원동,6100,0,18200,710,0
7289,11470650,S0000951,야식,신정동,100500,4,25100,1630,3
7290,41210610,S0021252,카페/디저트,철산동,55700,3,17600,1690,0
7291,11470590,S0002803,카페/디저트,신월동,2600,0,15500,780,2
7292,41150576,S0028047,한식,민락동,2700,0,16000,1500,2
7293,41650250,S0027054,패스트푸드,소흘읍,27000,1,32400,740,1
7294,41650250,S0023409,치킨,소흘읍,4900,0,29500,1000,1
7295,41150510,S0037068,아시안/양식,의정부동,1484900,74,19900,1000,3
7296,41210633,S0022087,중식,하안동,5497600,229,24000,1090,1
7297,41190750,S0020273,카페/디저트,소사본동,78900,5,16300,830,0
7298,41500250,S0040508,치킨,장호원읍,517600,20,25700,840,1
7299,41360253,S0039099,족발/보쌈,진접읍,2426200,61,39700,1440,1
7300,41150520,S0036620,분식,의정부동,1005800,55,18300,970,3
7301,41610530,S0026599,분식,태전동,5200,0,15500,670,1
7302,41500250,S0023223,치킨,장호원읍,89200,4,25500,2130,1
7303,41150595,S0022671,한식,가능동,19600,1,29400,1130,2
7304,41650510,S0026111,족발/보쌈,신읍동,277300,6,47500,950,1
7305,41190795,S0021834,돈까스/일식,옥길동,2826400,76,37100,830,3
7306,41220253,S0028649,치킨,안중읍,533900,21,25800,1120,0
7307,41150615,S0022592,치킨,가능동,3200,0,19500,1160,2
7308,41150573,S0035754,카페/디저트,용현동,265800,13,20400,840,0
7309,41150578,S0028090,중식,민락동,139300,6,23200,1800,2
7310,41150578,S0025523,한식,낙양동,8700,0,26000,880,2
7311,41150578,S0028951,분식,민락동,2400,0,14300,800,3
7312,41150520,S0036856,한식,의정부동,2900,0,17500,1160,0
7313,41190606,S0020711,야식,역곡동,29900,1,25600,1210,3
7314,41150510,S0036230,치킨,의정부동,5300,0,16000,1220,0
7315,41610530,S0026600,분식,태전동,834700,38,21800,880,1
7316,41150576,S0027782,치킨,민락동,4100,0,24500,1540,2
7317,11530780,S0002474,야식,오류동,31700,1,31700,950,3
7318,41210640,S0022091,중식,소하동,282900,10,29800,1370,3
7319,41250565,S0025666,한식,지행동,42900,2,23400,810,0
7320,41190742,S0020466,분식,중동,670300,38,17700,1110,3
7321,41150580,S0041845,분식,금오동,7600,0,22800,2540,2
7322,11545630,S0022158,한식,독산동,870400,33,26500,1240,2
7323,41150578,S0028890,한식,민락동,202300,9,22500,920,2
7324,41150555,S0041737,한식,호원동,1700,0,10000,880,0
7325,41590515,S0040816,치킨,새솔동,6154800,246,25100,1250,1
7326,11560700,S0027769,치킨,대림동,20500,1,20500,720,2
7327,41150510,S0036421,한식,의정부동,32200,1,24100,1840,0
7328,41150520,S0036641,회,의정부동,107800,1,80900,510,0
7329,41150510,S0034929,족발/보쌈,의정부동,7200,0,43000,1070,3
7330,41150578,S0028987,분식,민락동,2897900,141,20600,1010,3
7331,41220259,S0039960,찜탕,청북읍,7200,0,43000,1590,3
7332,41650510,S0036000,한식,신읍동,63800,3,20200,1200,1
7333,41150595,S0022675,치킨,가능동,32200,1,24100,2180,2
7334,41250565,S0026157,분식,지행동,1390000,69,20100,1000,3
7335,41150620,S0025816,치킨,녹양동,23200,1,27800,890,2
7336,41150580,S0023523,치킨,금오동,12400,0,24800,1120,2
7337,41150520,S0036783,치킨,의정부동,1702800,52,32900,1130,0
7338,41150520,S0036947,찜탕,의정부동,3578800,171,20900,900,0
7339,11380552,S0002585,한식,갈현동,2173400,125,17400,760,2
7340,41281650,S0000499,아시안/양식,행신동,126600,4,28100,940,3
7341,41360253,S0029200,치킨,진접읍,804600,31,26100,1130,1
7342,41150510,S0036209,한식,의정부동,72300,3,22800,1300,0
7343,41150510,S0036113,치킨,의정부동,552800,22,24900,850,0
